"score","review","writer","time"
"7","관람객전작 홈커밍 보다는 잘 만든건 확실한듯 하지만 이번 작품은 빌런이 먼가 좀 아쉽네요 아이언맨3떄도 만다린이 배역이였다는것과 동일한 느낌을 받았습니다 그리고 개인적으로 쿠키영상에 베놈이 나온다는 썰이 있어서 기대했는데 베놈은 안나와서 아쉽네요  ","phc1****","2019.07.02 22:17"
"10","아이언맨 청년기를 보는듯한 모습.  ","위대한규(park****)","2019.07.02 22:13"
"10","최고의 스파이더맨 시리즈인것 같네요 :)  ","송충현(iamc****)","2019.07.02 22:12"
"10","관람객가서 보시길 추천드립니다  ","소민섭(scop****)","2019.07.02 22:12"
"10","하이틴무비 얼라들 나오네 머네 하시는분들은 그냥 넘기시는게  (1편도 비슷했는데 욕하면서 2편은 왜 또 보는지?)  ","여과기(cwk6****)","2019.07.02 22:11"
"10","파프롬홈 스파이더맨은 아이언맨의 후계자.  ","frEeDum(rgo0****)","2019.07.02 22:11"
"10","피터 찌리릿을 찾는영화, 믿고보는 마블  ","leeysysys(lee9****)","2019.07.02 22:09"
"10","피터파커가 성장하는 모습을 볼 수 있는 영화  ","최애경(jenn****)","2019.07.02 22:08"
"10","피터 트윙클은 엄청났다  ","김혜윤(hihe****)","2019.07.02 22:07"
"10","졸잼 장난아님 꼭보세요ㅋㄷ  ","현성이맘(tjdw****)","2019.07.02 22:05"
"9","페이즈3를 잘 마무리 하면서 새시대의 막을 제대로 열었다. 캡아나 아이언맨은 그립겠지만 다음 세대의 영웅들을 지켜보는 것도 매우 흥미로울듯.. 경화수월을 박살내는 스파이더맨..ㅎ  ","good****","2019.07.02 22:02"
"8","페이즈4의 배경은 우주라는걸 암시한 두번째 쿠키영상 이제 크리종족과 스크럴종족간 대립과 노바군단 ㅋㅋ 키야~ 미쳤다..  ","드론(rlax****)","2019.07.02 22:02"
"10","아예 새로운 스파이더맨 시리즈라고 봐도 될듯정말 재밋어요  ","파랑코끼리(hipe****)","2019.07.02 22:01"
"10","관람객마블의 스파이더맨앞으로가 더욱 기대!!!  ","qlql****","2019.07.02 22:01"
"9","엔드게임과 비교 할 정도는 아니지만 충분히 재밌습니다. 하이틴 영화같은 면도 있고 악당도 단순하지 않아서 재밌구요. 우리의 스파이더맨이 어떻게 성장해갈지 다음편이 궁금하네요.ㅎㅎ  ","Rake(kuyd****)","2019.07.02 21:59"
"10","홈커밍보다 백배 천배는 더 재밌다 진심역대 스파이더맨 영화중에 최고임  ","김형후(stn1****)","2019.07.02 21:57"
"10","처음시작 마블스튜디오 나올때 앤다~~이아 노래 졸라소름....  ","젠장(jyh6****)","2019.07.02 21:57"
"9","마지막의 마지막의 쿠키영상까지 놓치면 안되는 영화!!!스파이더맨의 액션은 역대급으로 찌리릿 했고앞으로의 스파이더맨의 성장을 기대해 볼 수 있는 영화이다ㅠㅠ 지금 톰홀랜드랑 같은 땅에 있다는것이 감격스러울 지경  ","황수빈(shal****)","2019.07.02 21:56"
"10","시간가는줄 모르게 정말 잼나게봤습니다ㅎㅎ쿠키영상 챙겨보세요  ","콩콩아뵤(mama****)","2019.07.02 21:56"
"10","와우....!!역시는 역시  ","온나유징(acad****)","2019.07.02 21:56"
"10","한 번만 보려 했는데 한 번 더 봐야겠습니다...ㅋ  ","1415Pklcy(330a****)","2019.07.02 21:55"
"10","해피 방패던지는씬 캡틴따라하기 졸잼ㅋㅋㅋㅋ  ","앨리콜럼버스(hahu****)","2019.07.02 21:55"
"9","인피니티워의 클라이맥스에서 앤드게임의 마무리와 파프롬홈의 신나는 뒤풀이 파티  ","인앵우앙(qwea****)","2019.07.02 21:55"
"9","톰 홀랜드 입덕영화 .. 스파이더맨 사랑해요 톰 홀랜드 사랑해요  ","김나현(skgu****)","2019.07.02 21:54"
"10","관람객말이 필요 없지만 이걸 말로 표현해야 해서 말로 남깁니다  ","앤(tyny****)","2019.07.02 21:49"
"10","관람객성장하는 히어로 스파이더맨, 어설프지만 귀여움 가득한 피터 MJ 커플 역시 마블은 최고였습니다  ","테니(raph****)","2019.07.02 21:48"
"10","AC/DC Back In Black...  ","bdg8****","2019.07.02 21:46"
"8","역대 피터, MJ 커플 중 케미 최고다... 둘 로맨스 영화 찍어도 난 볼 의향이 있다  ","powe****","2019.07.02 21:45"
"10","여윾시 차세대 히어로의 센타!! 스파이디!!  ","봉봉봉(nury****)","2019.07.02 21:45"
"10","역시 마블 이란말밖에 안나오네요...짱ㅜ  ","김건(rlar****)","2019.07.02 21:45"
"10","토니스타크의 유산으로 채워졌다  ","신본기의 기본기(wjdt****)","2019.07.02 21:45"
"10","피터의 성장에 엄마미소 다음 시리즈도기대된다  ","ejfo****","2019.07.02 21:43"
"10","진심 최고 담편이 기대된다..ㅜㅜ  ","fkwl****","2019.07.02 21:43"
"10","피터파커도 속는 반전의 반전에 반전 !!해피가 살아있어 나도 해피~!!  ","은스(july****)","2019.07.02 21:42"
"10","다음편이기대되요!! 쿠키영상은두개  ","KyUL(ssen****)","2019.07.02 21:35"
"10","관람객찌리릿하네요 ㅎㅎㅎ 너무좋다  ","양규(didr****)","2019.07.02 21:34"
"10","피터 찌리릿 박땡땡씨 였음 뭐라고 번역했을지.... 피똥파커도 쩔었는데 여윽시 황석희!!  ","미세스쏭이(hihw****)","2019.07.02 21:32"
"10","관람객너무나 귀여운 스파이더맨 시간이 순식간에 샥  ","피구왕통키(brit****)","2019.07.02 21:28"
"10","진짜 기대 이상으로 너무 재밌게봤다 쿠기영상 두번째꺼 기다리고 보세요 기다리다 나가신분들 후회합니다~~  ","Ckse52(bsc0****)","2019.07.02 21:27"
"10","토니스타크는 항상 스파이더맨과 함께 할 것 같은 영화입니다. 너무 재밌어요. 쿠키영상은 좀 대박 떡밥  ","홀리스피릿(ocm2****)","2019.07.02 21:23"
"10","쿠키영상보세요.. 다음편이기대될겁니다..  ","두치도치(kari****)","2019.07.02 21:22"
"10","잼나다. 앞으로 틴에이져 스파이더맨의 활약 기대된다.  ","jeem****","2019.07.02 21:22"
"10","이영화는 아이맥스가 아닌 4dx로 봐야됨  ","로또아자(sonj****)","2019.07.02 21:22"
"10","WELL MADE 이 말밖에 무슨 말을 더 할수 있겠는가  ","kkm7****","2019.07.02 21:18"
"8","관람객엠제이 너무 멋있고 귀엽고 토니가 보고싶었던 영화 물론 피터파커는 언제나 귀여움  ","gpdu****","2019.07.02 21:14"
"10","마지막 쿠키영상 까지 꿀잼  ","메론빵(sdfg****)","2019.07.02 21:13"
"10","몇단계나 높아진 스파이더맨의 액션신과 성숙해진 피터 정말 여운이 남네요! 액션신은 물론 러브신도 다잡은 영화입니다. 강추드립니다!!  ","비둘기야밥먹자(dlwn****)","2019.07.02 21:08"
"10","스파이더맨의 성장을 볼 수 있던 영화  ","vnfa****","2019.07.02 21:07"
"10","개꿀잼개꿀잼개꿀잼개꿀잼  ","부셰샤(deaw****)","2019.07.02 21:02"
"8","눈이 너무 높아졌는가..피터가 방황하는게 공감이 덜되는듯..답답해보이기도하고.액션씬이랑 미스테리오 능력은 참 좋았고쿠키영상도 좋았음..영상시작할때 추모영상 나올때 살짝감동  ","사라락(fung****)","2019.07.02 20:38"
"10","스파이더맨은.. 유료채널을.. 좋아한다...  ","남푸른(monk****)","2019.07.02 20:35"
"10","짱 존잼 피터가 짱 귀엽고 사랑스러움  ","강지민(kkjj****)","2019.07.02 20:27"
"9","마블의 페이즈3을 잘 마무리하는 영화였다. 페이즈4도 흥하길~  ","ShaDow(limy****)","2019.07.02 20:25"
"10","미스테리오는 역대 최악의 쓰레기입니다  ","김재원(kjwb****)","2019.07.02 20:22"
"10","배우들 연기도 너무 좋고 흥미진진  ","tom(tomh****)","2019.07.02 20:21"
"10","유튜브로 다낚였지만 그래도 재밌는 마블  ","욱블리(du36****)","2019.07.02 20:17"
"10","이이이이잉 아쌀라말라이꾸우움  ","여물(ssd7****)","2019.07.02 20:15"
"10","관람객아무런 정보 없이 보는 걸 추천합니다.마지막 페이즈를 아름답게 그리고 다음 페이즈를 새롭게 연 스파이더맨에게 박수를.  ","everyday(99je****)","2019.07.02 20:05"
"10","마블을 끊을수가 없다.  앤드게임이 진짜 앤드인줄 알았는데  개뿔 너무 재밌었다.  ","보쿠오r 최고랄카(yll9****)","2019.07.02 20:00"
"10","NEW Iron Man  ","ArT(eowl****)","2019.07.02 19:54"
"10","재밌어요 개인적으로 아이맥스 3d 4d로 봐야 더잼날듯  ","설렌마음(pjp0****)","2019.07.02 19:49"
"10","최고에요!! 담편 기대할게요!!  ","현JUNG(nkmm****)","2019.07.02 19:48"
"10","스토리 좋고, 액션화려하고... 너무 재미있어요... 쿠키영상2개도 꼭 보세요  ","달려만져(pyor****)","2019.07.02 19:46"
"10","아... 쿠키 두 개인데 하나만 보고 나왔어ㅜㅜㅜㅜ  ","봄(1joh****)","2019.07.02 19:41"
"10","주인공이너무잘생겼음ㅜㅜㅋㅋ  ","전새봄(dysk****)","2019.07.02 19:39"
"9","재밋섬 ㅎ청소년보기에도좋을듯 ㅎ  ","맹신재(msjk****)","2019.07.02 19:37"
"9","*두려움과 자기믿음 부족으로  믿고 맡겨주는 주변 사람들 기대로부터,  세상에 주어진 기회로부터 도망치지 말라는 메세지.  ","신인류(neob****)","2019.07.02 19:36"
"10","아이언맨의 뒤를 잇는 스파이더맨의 성장기 영화!  ","gkdl****","2019.07.02 19:34"
"8","기대했던것보단그저그랬지만재밌었어요 마지막쿠키영상2개는꼭봐야함  ","정하나(hana****)","2019.07.02 19:32"
"10","차기 아이언맨의 탄생 ㄷㄷ  ","맨유기아전북SKTT1(mari****)","2019.07.02 19:29"
"10","진짜 역대급 재미...  ","예율(yeul****)","2019.07.02 19:29"
"10","통수에 통수에 통수에 통수에 통수로 끝납니다. 영상미 장난아님.  ","K(izar****)","2019.07.02 19:24"
"10","진짜 마블은 항상 진리 너무재미있는영화  ","svsw****","2019.07.02 19:23"
"10","솔직히 아이언맨 죽으면서 마블 추락할줄알았다ㅋㅋㅋㅋ추락은 개뿔 미친 졸잼이잖아ㅋㅋㅋㅋ  ","바이타민(jbkw****)","2019.07.02 19:20"
"10","재미잇습니다 다음편이 기대됩니다  ","jaes****","2019.07.02 19:19"
"10","영화보는내내 집중잘되고 갠적으로 내용도 좋았습니다 피터파커의 어린마음 쿠키영상도 다보고 가셨으면 좋겠습니다!! :)  ","영(dud2****)","2019.07.02 19:19"
"9","토니스타크가 보는 눈이있네 왜 파커를 후계자로 선택했는지  ","무한리필(park****)","2019.07.02 19:18"
"10","진짜 대박.. 마블의 앞날을 걱정할 필요가 없네  ","hype****","2019.07.02 19:17"
"10","스파이디 영화로서 뿐 아니라 인피니티사가의 마지막 영화로서도 완벽했음. 아마 원래 가벼운 개그만 있던 쿠키영상이 이렇게 충격적인건 다음 사가로 넘어가기 위해서인듯함  ","madhaigha(lide****)","2019.07.02 19:17"
"9","스파이더맨에게 설레버렸당 ??  ","우디니(cjdt****)","2019.07.02 19:17"
"10","너무 재밌었어요~~♡  ","수아윤아어뭉(alfk****)","2019.07.02 19:09"
"10","토니 스타크의 위대한 유산  ","넌너무옙뻐(beut****)","2019.07.02 19:07"
"10","개봉하는날만 손꼽아 기다렸는데 역시 실망시키지않는 마블!!기대한만큼 아니 기대했던것보다 더 재미있었어요 근데 보다보니 왠지 아이언맨이 더그리워지네요ㅠㅜ 아무튼 진짜 꿀잼 또 보러갈거에요 쿠키영상 있으니 끝까지 꼭 보세요  ","그린마루(love****)","2019.07.02 19:06"
"10","관람객스파이더맨 특유의 개그코드도 재밌었고 보는 내내 토니..생각  ","1186****","2019.07.02 19:05"
"10","번역은 역시 갓석희 김토미 세상제일최고 흥해라 ㅠㅠ  ","dlg(dlgi****)","2019.07.02 19:05"
"9","관람객마블판 스파이더맨 최고작  ","제튼(wdbe****)","2019.07.02 19:04"
"10","우리 피터 어쩌면 좋아...  ","hyunza남(ail2****)","2019.07.02 19:04"
"10","대단합니다 정말로오요  ","랄라라(mac2****)","2019.07.02 19:04"
"10","액션 쩔고 질렌할 연기 쩔고  ","wlwl(wlsh****)","2019.07.02 19:03"
"10","환상적인 영화였다. 쿠키영상은 꼭봐라  ","콩콩이(wlgn****)","2019.07.02 18:42"
"10","제발 뒷자리분은 앞자리 의자에 발올리지 말아주세요..앞자리에 발을 올리는 모든 분들 볼수있게 해주세요 ㅠㅠ  ","숑(w769****)","2019.07.02 18:22"
"8","음 만화 느낌..ㅜ 이내여  ","govl5469(dmsg****)","2019.07.02 18:20"
"9","스파이더맨 전투력이 낮아서 그런지 일반인이랑 싸우네  ","Laniakea(l-_-****)","2019.07.02 18:18"
"8","결국 관객들을 갖고 놀았단 말인데..  ","까뮈(74st****)","2019.07.02 17:57"
"10","EVEN DEATH I’M HERO  ","호듀(2612****)","2019.07.02 17:35"
"10","이건 꼭 4d나 아이맥스에서 보길 추천! ㅠ.ㅠ 톰 홀랜드 오래오래 가즈아~~  ","아이보리베이커리(deep****)","2019.07.02 17:31"
"10","진짜 엔드게임 끝난후 이야기를 잘묘사는 햇는데 혼란하다 혼란해  ","음음음음음음음(joss****)","2019.07.02 17:30"
"10","마지막까지 아무도 믿으면 안되는 영화ㅋㅋㅋ  ","노영탁(yotk****)","2019.07.02 17:28"
"10","첫 장면 ost를 듣는 순간부터 눈물샘폭발... 토니스타크를 그리워하며 시작하여 토니스타크를 그리워하며 끝남. 그런데 마지막까지 꼭 봐야함  ","zhdw****","2019.07.02 17:28"
"9","어른스러워지는 성장기, 심쿵한 멜로, 깨알같은 웃음, 강력해진 액션, 거듭되는 반전에 반전, 그리고 충격적인 쿠키영상~ 다음편 스토리 어쩔...  ","시크(k590****)","2019.07.02 17:15"
"10","해피 : 음악은 내가 맡을게. (아이언맨 브금나올때 소름)  ","없음(hana****)","2019.07.02 17:12"
"9","큰 기대는 안했지만 블랙팬서나 캡틴마블 같이 재미도 감동도 없는 똥작이 아니여서 다행이다영화 곳곳에 웃음포인트를 적절히 넣어서 하이틴 영화스러운 상큼한 히어로물이 되지 않았나 싶다  ","동현(sawe****)","2019.07.02 17:11"
"10","위선자들의 정의로운척 깨끗한척 하는 겉모습에 속아  선동에 쉽게 휘둘리고  믿고싶고 보고싶은것만 보는 힌심한 자들에 대한 풍자  ","다우니(swpg****)","2019.07.02 16:54"
"9","한 영화에 하이틴과 히어로 장르를 동시에 볼 수 있다는 것만 해도 돈이 아깝지 않다!  ","xo20****","2019.07.02 16:23"
"10","톰홀랜드 너무 잘생겼고 너무 귀엽다.  ","야호(seon****)","2019.07.02 16:19"
"10","아 오마주에 눈물이..  ","SG8(deja****)","2019.07.02 16:13"
"10","후속작이 기대되는 멋진 2편  ","푸른바람(gimm****)","2019.07.02 15:49"
"10","피터파커 : 피터 찌리릿  ","장채우(bong****)","2019.07.02 15:48"
"10","엔드게임 이후의 적적함을 달래주는 스파이더맨의 매력발산 영화~넥스트 아이언맨에 대한 떡밥이 없어 조금은 아쉬웠지만 그래도 재밌게 봄!!  ","hsff****","2019.07.02 15:28"
"10","oh my goodness  ","콩돌이(dlal****)","2019.07.02 15:24"
"10","공돌이의 원한을 알수있는 영화  ","11대닥터(kuru****)","2019.07.02 15:19"
"10","개지림..새로운 마블의 시작입니다  ","무제(jkp9****)","2019.07.02 15:04"
"10","닥터스트레인지의 시각적 재미와 아이언맨의 성장과정이 생각나는 영화다 그리고 다음 마블 영화 떡밥들이 우수수라 영화보고 나오는 길이 너무 행복했다 오래 봐요 MCU :)  ","짬뽕(king****)","2019.07.02 14:55"
"8","처음부터 잘만들었으면 좋앗으련만..후반후터 핵잼이라 조금 아쉬운..!  ","min2****","2019.07.02 14:55"
"10","나는 스파이더맨을사랑한다!  ","또띠아체크(dlwo****)","2019.07.02 14:23"
"9","전작 홈커밍보다는 확실히 재밌습니다. 그리고 쿠키영상이 놀랍네요.  ","데이브(cbsm****)","2019.07.02 14:10"
"10","피터파커 힘내랑~~~!!!!  ","Mhstar(mhst****)","2019.07.02 14:08"
"10","기대 정말 많이 했음에도 기대를 충족해줘서~^^  ","Bageloo(phu8****)","2019.07.02 14:04"
"10","아이언맨 후대를 제대로물려받음과 동시에 원조 토비 스파이더맨의 스토리를 적합하게 잘끼워넣은 완벽한 마블형 톰홀랜드 스파이더맨..정말 이제서야 진짜진정한 스파이더맨의 모습을 되찾은느낌 쿠키2개는 안보면후회할정도로 충격적이고 다음편이 너무기대되는알찬쿠키  ","d(jwi1****)","2019.07.02 14:04"
"10","너무 기대하고봤는데도 재밌네                    이래서 마블마블하는건가  ","애슐리 영(guyo****)","2019.07.02 14:01"
"10","관람객앤드게임 이후 역시마블이네요 ㅎ  ","luckykim1982(rlaw****)","2019.07.02 13:59"
"9","관람객잘봤습니다 쿠키영상 보고 벙쩠네요,,  ","킹미남(et60****)","2019.07.02 13:58"
"10","진짜 역대급이다 역대급이야  ","기차순무(heec****)","2019.07.02 13:57"
"10","uksi**** 영화 유튜버 이신가요? 왜 ㅂㄷㅂㄷ  ","전우치(wooj****)","2019.07.02 13:55"
"10","제이.조나.제임슨J.J.J  ","genius(danl****)","2019.07.02 13:52"
"9","역시 마블 영화! 재미있었다. 쿠키영상이 좀 충격적이던데?  ","흠흠(khs2****)","2019.07.02 13:45"
"10","또 보러갑니다.... 한 3번은 보겠네요....  ","llj0****","2019.07.02 13:45"
"10","오랜만에 나온 신문 편집장님..  ","Degea(dlwh****)","2019.07.02 13:44"
